Time,M1_RR,M2_RL,M3_FR,M4_FL,V_batt,Theta,Phi,Psi,PosX,PosY,BaroAlt,LidarPulse,SetX,SetZ,SetY,SetYaw
42.960,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
42.970,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
42.980,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
42.990,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.000,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.010,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.020,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.030,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.040,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.050,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.060,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.070,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.080,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.090,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.100,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.110,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.120,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.130,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.140,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.150,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.160,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.170,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.180,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.190,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.200,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.210,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.220,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.230,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.240,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.250,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.260,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.270,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.280,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.290,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.300,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.310,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.320,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.330,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.340,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.350,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.360,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.370,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.380,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.390,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.400,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.410,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.420,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.430,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.440,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.450,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.460,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.470,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.480,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.490,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.500,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.510,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.520,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.530,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.540,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.550,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.560,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.570,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.580,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.590,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.600,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.610,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.620,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.630,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.640,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.650,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.660,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.670,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.680,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.690,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.700,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.710,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.720,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.730,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.740,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.750,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.760,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.770,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.780,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.790,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.800,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.810,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.820,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.830,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.840,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.850,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.860,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.870,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.880,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.890,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.900,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.910,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.920,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.930,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.940,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.950,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.960,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.970,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.980,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
43.990,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.000,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.010,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.020,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.030,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.040,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.050,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.060,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.070,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.080,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.090,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.100,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.110,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.120,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.130,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.140,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.150,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.160,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.170,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.180,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.190,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.200,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.210,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.220,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.230,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.240,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.250,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.260,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.270,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.280,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.290,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.300,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.310,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.320,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.330,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.340,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.350,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.360,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.370,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.380,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.390,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.400,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.410,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.420,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.430,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.440,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.450,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.460,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.470,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.480,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.490,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.500,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.510,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.520,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.530,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.540,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.550,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.560,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.570,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.580,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.590,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.600,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.610,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.620,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.630,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.640,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.650,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.660,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.670,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.680,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.690,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.700,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.710,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.720,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.730,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.740,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.750,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.760,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.770,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.780,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.790,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.800,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.810,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.820,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.830,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.840,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
44.850,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
